Source,Destination,Protocol,Length,Type,Duration
1337,37451,TCP,52,in,0.000239
1337,37451,TCP,52,in,0.000231
37451,1337,TCP,704,out,0.000937
37451,1337,TCP,1400,out,0.13131
37451,1337,TCP,1400,out,0.000058
37451,1337,TCP,1400,out,0.000243
37451,1337,TCP,1400,out,0.000059
37451,1337,TCP,1400,out,0.000037
37451,1337,TCP,1400,out,0.000273
37451,1337,TCP,1400,out,0.000057
37451,1337,TCP,1400,out,0.000037
1337,37451,TCP,52,in,0.000355
37451,1337,TCP,1400,out,0.000322
37451,1337,TCP,1400,out,0.000053
37451,1337,TCP,1400,out,0.000037
1337,37451,TCP,52,in,0.000101
37451,1337,TCP,1400,out,0.000116
37451,1337,TCP,1400,out,0.000059
37451,1337,TCP,1400,out,0.00007
37451,1337,TCP,1400,out,0.000037
37451,1337,TCP,1400,out,0.000301
37451,1337,TCP,1400,out,0.000057
1337,37451,TCP,52,in,0.000057
1337,37451,TCP,52,in,0.0003
1337,37451,TCP,52,in,0.00022
37451,1337,TCP,1400,out,0.000106
37451,1337,TCP,1400,out,0.000062
37451,1337,TCP,1400,out,0.000088
37451,1337,TCP,1400,out,0.000278
37451,1337,TCP,1400,out,0.000216
37451,1337,TCP,1400,out,0.000059
37451,1337,TCP,1400,out,0.000038
1337,37451,TCP,52,in,0.000134
37451,1337,TCP,1400,out,0.000107
1337,37451,TCP,52,in,0.000074
1337,37451,TCP,52,in,0.000258
37451,1337,TCP,1400,out,0.000115
37451,1337,TCP,1400,out,0.000282
37451,1337,TCP,1400,out,0.000059
37451,1337,TCP,1400,out,0.000037
1337,37451,TCP,52,in,0.000032
37451,1337,TCP,1400,out,0.000087
37451,1337,TCP,1400,out,0.000223
37451,1337,TCP,1400,out,0.000057
37451,1337,TCP,1400,out,0.000036
37451,1337,TCP,1400,out,0.000196
37451,1337,TCP,1400,out,0.000188
1337,37451,TCP,52,in,0.000067
37451,1337,TCP,1400,out,0.000097
37451,1337,TCP,1400,out,0.000056
37451,1337,TCP,1400,out,0.000076
1337,37451,TCP,52,in,0.000002
37451,1337,TCP,1400,out,0.000073
37451,1337,TCP,1400,out,0.000329
37451,1337,TCP,1400,out,0.000062
37451,1337,TCP,1400,out,0.000232
1337,37451,TCP,52,in,0.00001
37451,1337,TCP,1400,out,0.000083
1337,37451,TCP,52,in,0.000138
37451,1337,TCP,1400,out,0.000121
37451,1337,TCP,1002,out,0.000055
1337,37451,TCP,52,in,0.000083
1337,37451,TCP,52,in,0.000108
41893,1337,TCP,60,out,0
1337,41893,TCP,40,in,0.000706
41893,1337,TCP,60,out,1.042377
1337,41893,TCP,40,in,0.000828
41893,1337,TCP,60,out,1.052642
1337,41893,TCP,40,in,0.000698
41893,1337,TCP,60,out,1.034878
1337,41893,TCP,40,in,0.000777
41893,1337,TCP,60,out,1.037132
1337,41893,TCP,40,in,0.000628
41893,1337,TCP,60,out,1.036688
1337,41893,TCP,40,in,0.000466
41893,1337,TCP,60,out,1.043248
1337,41893,TCP,52,in,0.000636
41893,1337,TCP,40,out,0.006764
1337,41893,TCP,46,in,0.009872
41893,1337,TCP,40,out,0.007169
41893,1337,TCP,104,out,0.017935
1337,41893,TCP,40,in,0.063455
1337,41893,TCP,45,in,7.973698
41893,1337,TCP,45,out,0.048593
41893,1337,TCP,40,out,0.037032
1337,41893,TCP,40,in,0.005503
41893,1337,UDP,62,out,5.493768
41893,1337,TCP,45,out,2.533272
1337,41893,TCP,45,in,0.000782
41893,1337,TCP,40,out,0.004022
41893,1337,TCP,45,out,8.005771
1337,41893,TCP,40,in,0.048017
1337,41893,TCP,45,in,0.218583
41893,1337,TCP,40,out,0.084695
41893,1337,TCP,45,out,7.653568
1337,41893,TCP,40,in,0.043359
1337,41893,TCP,45,in,0.468865
41893,1337,TCP,40,out,0.122821
41893,1337,UDP,62,out,0.859417
41893,1337,TCP,45,out,6.633721
1337,41893,TCP,40,in,0.056368
1337,41893,TCP,45,in,0.458208
41893,1337,TCP,40,out,0.086689
41893,1337,TCP,45,out,7.494801
1337,41893,TCP,40,in,0.053308
1337,41893,TCP,45,in,0.453654
41893,1337,TCP,40,out,0.093043
41893,1337,UDP,62,out,4.690834
41893,1337,TCP,45,out,2.772559
1337,41893,TCP,40,in,0.052716
1337,41893,TCP,45,in,0.465151
41893,1337,TCP,40,out,0.10414
1337,41893,TCP,70,in,2.656953
41893,1337,TCP,40,out,0.106075
41893,1337,TCP,65,out,0.958048
1337,41893,TCP,40,in,0.053002
41893,1337,TCP,60,out,1.013479
1337,41893,TCP,52,in,0.000834
41893,1337,TCP,40,out,0.008147
41893,1337,TCP,44,out,0.007459
41893,1337,TCP,40,out,0.000725
1337,41893,TCP,40,in,0.000728
1337,41893,TCP,40,in,0.000357
41893,1337,TCP,40,out,0.004525
1337,41893,TCP,45,in,5.918043
1337,41893,TCP,45,in,0.306055
41893,1337,TCP,40,out,0.010721
41893,1337,TCP,52,out,0.00008
41893,1337,TCP,45,out,0.894463
1337,41893,TCP,40,in,0.069443
41893,1337,UDP,62,out,4.607668
1337,41893,TCP,45,in,2.313761
41893,1337,TCP,40,out,0.115561
41893,1337,TCP,45,out,1.182757
1337,41893,TCP,40,in,0.045103
1337,41893,TCP,45,in,6.906444
41893,1337,TCP,40,out,0.055215
41893,1337,TCP,45,out,1.174157
1337,41893,TCP,40,in,0.05197
1337,41893,TCP,45,in,6.953241
41893,1337,TCP,40,out,0.11995
41893,1337,UDP,62,out,1.112523
41893,1337,TCP,45,out,0.012586
1337,41893,TCP,40,in,0.054614
1337,41893,TCP,45,in,6.73213
41893,1337,TCP,40,out,0.075068
41893,1337,TCP,45,out,1.429192
1337,41893,TCP,40,in,0.041998
1337,41893,TCP,45,in,6.705446
41893,1337,TCP,40,out,0.118683
41893,1337,TCP,45,out,1.1488
1337,41893,TCP,40,in,0.04273
41893,1337,UDP,62,out,3.684455
1337,41893,TCP,45,in,3.067307
41893,1337,TCP,40,out,0.041368
41893,1337,TCP,45,out,1.422961
1337,41893,TCP,40,in,0.049589
41893,1337,TCP,45,out,0.270677
1337,41893,TCP,52,in,0.000878
1337,41893,TCP,45,in,6.419714
41893,1337,TCP,40,out,0.218601
41893,1337,TCP,45,out,1.158117
1337,41893,TCP,40,in,0.040899
1337,41893,TCP,45,in,6.643608
41893,1337,TCP,40,out,0.054304
41893,1337,UDP,62,out,0.654959
41893,1337,TCP,45,out,0.756859
1337,41893,TCP,40,in,0.046633
1337,41893,TCP,45,in,6.707299
41893,1337,TCP,40,out,0.142665
41893,1337,TCP,45,out,1.183314
1337,41893,TCP,40,in,0.045032
1337,41893,TCP,81,in,0.508752
1337,41893,TCP,81,in,0.358188
41893,1337,TCP,40,out,0.131975
41893,1337,TCP,52,out,0.000064
41893,1337,TCP,65,out,0.003119
1337,41893,TCP,40,in,0.044796
41893,1337,TCP,60,out,1.023473
1337,41893,TCP,52,in,0.001045
41893,1337,TCP,40,out,0.006397
41893,1337,TCP,45,out,0.005549
41893,1337,TCP,40,out,0.001966
1337,41893,TCP,40,in,0.00078
1337,41893,TCP,40,in,0.000398
41893,1337,TCP,40,out,0.003203
1337,41893,TCP,45,in,6.457495
41893,1337,TCP,40,out,0.078042
41893,1337,TCP,45,out,0.567998
1337,41893,TCP,40,in,0.041226
41893,1337,UDP,62,out,1.904495
1337,41893,TCP,81,in,1.834712
41893,1337,TCP,40,out,0.121729
41893,1337,TCP,65,out,0.003805
1337,41893,TCP,40,in,0.041688
41893,1337,TCP,60,out,1.021278
1337,41893,TCP,52,in,0.001105
41893,1337,TCP,40,out,0.005605
41893,1337,TCP,45,out,0.000866
41893,1337,TCP,40,out,0.000306
1337,41893,TCP,40,in,0.000935
1337,41893,TCP,40,in,0.000756
41893,1337,TCP,40,out,0.006253
1337,41893,TCP,81,in,1.260566
41893,1337,TCP,65,out,0.123829
1337,41893,TCP,40,in,0.046837
41893,1337,TCP,65,out,0.260811
1337,41893,TCP,52,in,0.000651
41893,1337,TCP,60,out,0.742133
1337,41893,TCP,52,in,0.000705
41893,1337,TCP,40,out,0.02362
41893,1337,TCP,90,out,0.034233
41893,1337,TCP,40,out,0.000186
1337,41893,TCP,40,in,0.000484
1337,41893,TCP,40,in,0.000133
41893,1337,TCP,40,out,0.00469
1337,41893,TCP,45,in,6.901697
41893,1337,TCP,45,out,0.074914
1337,41893,TCP,40,in,0.049517
41893,1337,UDP,62,out,7.445533
41893,1337,TCP,45,out,0.5498
1337,41893,TCP,45,in,0.000696
41893,1337,TCP,40,out,0.042059
41893,1337,TCP,45,out,7.984408
1337,41893,TCP,45,in,0.001283
41893,1337,TCP,40,out,0.005434
41893,1337,TCP,45,out,8.130672
1337,41893,TCP,45,in,0.001672
41893,1337,TCP,40,out,0.004013
41893,1337,UDP,62,out,3.311978
41893,1337,TCP,45,out,4.744245
1337,41893,TCP,45,in,0.002234
41893,1337,TCP,40,out,0.006417
1337,41893,TCP,40,in,0.036799
1337,41893,TCP,73,in,2.465642
41893,1337,TCP,40,out,0.12823
41893,1337,TCP,65,out,0.006941
1337,41893,TCP,40,in,0.054023
41893,1337,TCP,60,out,1.007231
1337,41893,TCP,52,in,0.000994
41893,1337,TCP,40,out,0.005623
41893,1337,TCP,1401,out,0.496804
10.8.0.1,41893,ICMP,576,in,0.00004
41893,1337,TCP,1401,out,0.000427
10.8.0.1,41893,ICMP,576,in,0.000029
41893,1337,TCP,1401,out,0.001316
10.8.0.1,41893,ICMP,576,in,0.000028
41893,1337,TCP,1401,out,0.000621
10.8.0.1,41893,ICMP,576,in,0.000038
41893,1337,TCP,1401,out,0.000848
10.8.0.1,41893,ICMP,576,in,0.000029
41893,1337,TCP,1401,out,0.00311
10.8.0.1,41893,ICMP,576,in,0.000028
41893,1337,TCP,66,out,0.000024
1337,41893,TCP,52,in,0.000717
41893,1337,TCP,1401,out,0.000036
10.8.0.1,41893,ICMP,576,in,0.000021
41893,1337,TCP,1401,out,0.001997
10.8.0.1,41893,ICMP,576,in,0.00004
41893,1337,TCP,1401,out,0.00287
10.8.0.1,41893,ICMP,576,in,0.000029
41893,1337,TCP,1400,out,0.001074
1337,41893,TCP,52,in,0.000655
41893,1337,TCP,1400,out,0.000303
41893,1337,TCP,42,out,0.000058
1337,41893,TCP,60,in,0.000548
1337,41893,TCP,52,in,0.000017
41893,1337,TCP,1400,out,0.00009
1337,41893,TCP,52,in,0.000584
41893,1337,TCP,1400,out,0.001007
1337,41893,TCP,52,in,0.000557
41893,1337,TCP,42,out,0.001842
1337,41893,TCP,52,in,0.000441
41893,1337,TCP,1400,out,0.000279
1337,41893,TCP,52,in,0.000501
41893,1337,TCP,1400,out,0.000312
41893,1337,TCP,42,out,0.00006
1337,41893,TCP,52,in,0.000419
1337,41893,TCP,40,in,0.000016
41893,1337,TCP,1400,out,0.000372
41893,1337,TCP,1400,out,0.001363
1337,41893,TCP,40,in,0.000498
41893,1337,TCP,1400,out,0.000238
41893,1337,TCP,42,out,0.000058
1337,41893,TCP,52,in,0.000426
41893,1337,TCP,1400,out,0.001908
1337,41893,TCP,52,in,0.000439
41893,1337,TCP,1400,out,0.000229
1337,41893,TCP,52,in,0.000469
41893,1337,TCP,1400,out,0.000314
41893,1337,TCP,41,out,0.000203
1337,41893,TCP,52,in,0.00022
1337,41893,TCP,40,in,0.000051
41893,1337,TCP,1400,out,0.000614
1337,41893,TCP,40,in,0.000469
41893,1337,TCP,1400,out,0.001058
41893,1337,TCP,1400,out,0.002337
1337,41893,TCP,40,in,0.000422
41893,1337,TCP,1400,out,0.000317
41893,1337,TCP,1400,out,0.001295
1337,41893,TCP,40,in,0.000435
41893,1337,TCP,1400,out,0.000221
41893,1337,TCP,101,out,0.004263
1337,41893,TCP,40,in,0.000474
1337,41893,TCP,40,in,0.00005
41893,1337,TCP,40,out,0.004181
1337,41893,TCP,45,in,6.372322
41893,1337,TCP,45,out,0.106028
1337,41893,TCP,40,in,0.045212
41893,1337,UDP,62,out,4.516855
1337,41893,TCP,45,in,3.560977
41893,1337,TCP,45,out,0.030332
41893,1337,TCP,40,out,0.041489
1337,41893,TCP,40,in,0.006649
1337,41893,TCP,45,in,8.031579
41893,1337,TCP,40,out,0.04376
41893,1337,TCP,45,out,0.001301
1337,41893,TCP,40,in,0.048252
1337,41893,TCP,45,in,8.03235
41893,1337,TCP,45,out,0.04664
41893,1337,TCP,40,out,0.042617
1337,41893,TCP,40,in,0.004159
41893,1337,UDP,62,out,0.130552
1337,41893,TCP,45,in,7.884984
41893,1337,TCP,40,out,0.032247
41893,1337,TCP,45,out,0.002585
1337,41893,TCP,40,in,0.0425
1337,41893,TCP,45,in,8.047295
41893,1337,TCP,45,out,0.059934
1337,41893,TCP,40,in,0.049076
41893,1337,UDP,62,out,3.931933
1337,41893,TCP,45,in,3.978083
41893,1337,TCP,45,out,0.129982
1337,41893,TCP,40,in,0.040573
1337,41893,TCP,140,in,7.207875
41893,1337,TCP,65,out,0.127708
1337,41893,TCP,40,in,0.052638
41893,1337,TCP,60,out,1.00968
1337,41893,TCP,52,in,0.001369
41893,1337,TCP,40,out,0.005437
41893,1337,TCP,44,out,0.005556
41893,1337,TCP,40,out,0.002049
1337,41893,TCP,40,in,0.000684
1337,41893,TCP,40,in,0.000206
41893,1337,TCP,40,out,0.004259
1337,41893,TCP,45,in,7.002402
41893,1337,TCP,45,out,0.093227
41893,1337,TCP,40,out,0.038739
1337,41893,TCP,40,in,0.008008
41893,1337,UDP,62,out,0.32084
1337,41893,TCP,45,in,7.696194
41893,1337,TCP,45,out,0.025471
41893,1337,TCP,40,out,0.005346
1337,41893,TCP,40,in,0.046661
1337,41893,TCP,45,in,8.016492
41893,1337,TCP,45,out,0.002482
41893,1337,TCP,40,out,0.002428
1337,41893,TCP,40,in,0.041017
41893,1337,UDP,62,out,4.205537
41893,1337,TCP,45,out,3.763488
1337,41893,TCP,45,in,0.004413
41893,1337,TCP,40,out,0.008812
41893,1337,TCP,45,out,8.013354
1337,41893,TCP,45,in,0.001812
41893,1337,TCP,40,out,0.004105
1337,41893,TCP,45,in,8.078374
41893,1337,TCP,45,out,0.070153
41893,1337,TCP,40,out,0.000771
1337,41893,TCP,40,in,0.051917
41893,1337,UDP,62,out,0.042604
1337,41893,TCP,45,in,7.911345
41893,1337,TCP,40,out,0.085768
41893,1337,TCP,45,out,0.005104
1337,41893,TCP,40,in,0.048543
1337,41893,TCP,45,in,7.954348
41893,1337,TCP,45,out,0.047222
41893,1337,TCP,40,out,0.039089
1337,41893,TCP,40,in,0.022574
41893,1337,UDP,62,out,3.920647
1337,41893,TCP,45,in,4.033258
41893,1337,TCP,40,out,0.10831
41893,1337,TCP,45,out,0.00283
1337,41893,TCP,40,in,0.044149
1337,41893,TCP,114,in,5.652966
41893,1337,TCP,65,out,0.040046
1337,41893,TCP,40,in,0.056788
41893,1337,TCP,60,out,1.005762
1337,41893,TCP,52,in,0.000549
41893,1337,TCP,40,out,0.004699
41893,1337,TCP,43,out,0.170583
41893,1337,TCP,40,out,0.00306
1337,41893,TCP,40,in,0.000654
1337,41893,TCP,40,in,0.000174
41893,1337,TCP,40,out,0.001722
41893,1337,TCP,45,out,6.841739
1337,41893,TCP,45,in,0.000653
41893,1337,TCP,40,out,0.03804
41893,1337,UDP,62,out,1.998232
41893,1337,TCP,45,out,5.987077
1337,41893,TCP,45,in,0.001475
41893,1337,TCP,40,out,0.007806
1337,41893,TCP,45,in,8.068423
41893,1337,TCP,40,out,0.074785
41893,1337,TCP,45,out,0.000916
1337,41893,TCP,40,in,0.043446
41893,1337,UDP,62,out,5.846725
1337,41893,TCP,45,in,2.169833
41893,1337,TCP,45,out,0.033737
1337,41893,TCP,40,in,0.059591
1337,41893,TCP,45,in,8.017461
41893,1337,TCP,45,out,0.063934
41893,1337,TCP,40,out,0.039105
1337,41893,TCP,40,in,0.004113
1337,41893,TCP,45,in,8.03211
41893,1337,TCP,40,out,0.063567
41893,1337,TCP,45,out,0.007216
1337,41893,TCP,40,in,0.053919
41893,1337,UDP,62,out,1.453808
1337,41893,TCP,45,in,6.499614
41893,1337,TCP,45,out,0.080135
1337,41893,TCP,40,in,0.044877
41893,1337,TCP,45,out,7.976626
1337,41893,TCP,45,in,0.019935
41893,1337,TCP,40,out,0.05415
41893,1337,UDP,62,out,5.350803
41893,1337,TCP,45,out,2.620628
1337,41893,TCP,45,in,0.000788
41893,1337,TCP,40,out,0.00418
41893,1337,TCP,45,out,8.040067
1337,41893,TCP,45,in,0.000918
41893,1337,TCP,40,out,0.005299
1337,41893,TCP,45,in,8.067134
41893,1337,TCP,45,out,0.055264
41893,1337,TCP,40,out,0.005771
1337,41893,TCP,40,in,0.048013
41893,1337,TCP,45,out,0.211575
1337,41893,TCP,52,in,0.000855
41893,1337,UDP,62,out,0.958925
41893,1337,TCP,45,out,6.783435
1337,41893,TCP,45,in,0.001795
41893,1337,TCP,40,out,0.005858
1337,41893,TCP,45,in,8.073768
41893,1337,TCP,40,out,0.104459
41893,1337,TCP,45,out,0.008839
1337,41893,TCP,40,in,0.05376
41893,1337,UDP,62,out,4.991712
1337,41893,TCP,45,in,2.983711
41893,1337,TCP,45,out,0.055253
1337,41893,TCP,69,in,0.013518
41893,1337,TCP,65,out,0.013254
1337,41893,TCP,40,in,0.052322
41893,1337,TCP,60,out,1.026715
1337,41893,TCP,52,in,0.001095
41893,1337,TCP,40,out,0.007277
41893,1337,TCP,44,out,0.872854
41893,1337,TCP,40,out,0.000285
1337,41893,TCP,40,in,0.000832
1337,41893,TCP,40,in,0.000346
41893,1337,TCP,40,out,0.003074
1337,41893,TCP,45,in,6.119071
41893,1337,TCP,45,out,0.077386
1337,41893,TCP,40,in,0.041469
41893,1337,TCP,45,out,7.984371
1337,41893,TCP,45,in,0.00159
41893,1337,TCP,40,out,0.038777
41893,1337,UDP,62,out,0.777338
1337,41893,TCP,45,in,7.235258
41893,1337,TCP,45,out,0.055199
41893,1337,TCP,40,out,0.005499
1337,41893,TCP,40,in,0.057174
1337,41893,TCP,45,in,7.975264
41893,1337,TCP,40,out,0.09659
41893,1337,TCP,45,out,0.001396
1337,41893,TCP,40,in,0.04242
41893,1337,UDP,62,out,4.553234
1337,41893,TCP,45,in,3.463479
41893,1337,TCP,45,out,0.140666
1337,41893,TCP,40,in,0.046248
41893,1337,TCP,45,out,0.281631
1337,41893,TCP,52,in,0.000833
1337,41893,TCP,45,in,7.733374
41893,1337,TCP,45,out,0.124807
1337,41893,TCP,40,in,0.062186
41893,1337,TCP,45,out,7.989109
1337,41893,TCP,45,in,0.001682
41893,1337,TCP,40,out,0.047537
41893,1337,UDP,62,out,0.114712
41893,1337,TCP,45,out,7.869707
1337,41893,TCP,45,in,0.00166
41893,1337,TCP,40,out,0.00815
41893,1337,TCP,45,out,8.010315
1337,41893,TCP,45,in,0.001523
41893,1337,TCP,40,out,0.003421
41893,1337,UDP,62,out,4.148895
1337,41893,TCP,45,in,3.900759
41893,1337,TCP,40,out,0.098668
41893,1337,TCP,45,out,0.008996
1337,41893,TCP,40,in,0.060458
1337,41893,TCP,45,in,7.984424
41893,1337,TCP,45,out,0.00859
41893,1337,TCP,40,out,0.039924
1337,41893,TCP,40,in,0.014248
41893,1337,UDP,62,out,7.931496
1337,41893,TCP,45,in,0.03845
41893,1337,TCP,40,out,0.007464
41893,1337,TCP,45,out,0.003627
1337,41893,TCP,40,in,0.050133
1337,41893,TCP,45,in,8.000303
41893,1337,TCP,45,out,0.055858
41893,1337,TCP,40,out,0.037498
1337,41893,TCP,40,in,0.015735
1337,41893,TCP,45,in,7.984763
41893,1337,TCP,45,out,0.061615
41893,1337,TCP,40,out,0.004633
1337,41893,TCP,40,in,0.042396
41893,1337,UDP,62,out,3.725132
1337,41893,TCP,45,in,4.32263
41893,1337,TCP,40,out,0.050974
41893,1337,TCP,45,out,0.00007
1337,41893,TCP,40,in,0.04218
1337,41893,TCP,45,in,8.046761
41893,1337,TCP,45,out,0.104433
1337,41893,TCP,40,in,0.051778
41893,1337,UDP,62,out,7.406654
1337,41893,TCP,45,in,0.593873
41893,1337,TCP,45,out,0.031952
1337,41893,TCP,40,in,0.060317
1337,41893,TCP,73,in,0.670124
41893,1337,TCP,65,out,0.110599
1337,41893,TCP,40,in,0.048457
41893,1337,TCP,60,out,0.988295
1337,41893,TCP,52,in,0.000569
41893,1337,TCP,40,out,0.002415
41893,1337,TCP,1400,out,0.210365
41893,1337,TCP,1400,out,0.000643
1337,41893,TCP,40,in,0.000539
41893,1337,TCP,1400,out,0.000652
41893,1337,TCP,1400,out,0.000705
1337,41893,TCP,40,in,0.00059
41893,1337,TCP,1400,out,0.000267
41893,1337,TCP,1400,out,0.000981
41893,1337,TCP,72,out,0.000377
1337,41893,TCP,40,in,0.000173
41893,1337,TCP,1400,out,0.000625
1337,41893,TCP,40,in,0.000596
41893,1337,TCP,1400,out,0.000861
41893,1337,TCP,1400,out,0.00149
1337,41893,TCP,40,in,0.00063
41893,1337,TCP,1400,out,0.002908
41893,1337,TCP,1400,out,0.003236
1337,41893,TCP,40,in,0.00059
41893,1337,TCP,1400,out,0.00058
41893,1337,TCP,1400,out,0.00071
1337,41893,TCP,40,in,0.000431
41893,1337,TCP,1400,out,0.000358
41893,1337,TCP,1400,out,0.001029
1337,41893,TCP,40,in,0.000574
41893,1337,TCP,1400,out,0.000238
41893,1337,TCP,1400,out,0.012363
1337,41893,TCP,40,in,0.000594
41893,1337,TCP,1400,out,0.00165
41893,1337,TCP,104,out,0.001497
1337,41893,TCP,40,in,0.00032
1337,41893,TCP,40,in,0.00032
41893,1337,TCP,40,out,0.001314
1337,41893,TCP,45,in,6.682455
41893,1337,TCP,45,out,0.039115
41893,1337,TCP,40,out,0.03365
1337,41893,TCP,40,in,0.021183
1337,41893,TCP,45,in,7.96864
1337,41893,TCP,45,in,0.312403
41893,1337,TCP,40,out,0.083522
41893,1337,TCP,45,out,0.010115
41893,1337,TCP,52,out,0.001005
1337,41893,TCP,40,in,0.045863
41893,1337,UDP,62,out,2.063279
1337,41893,TCP,45,in,5.484367
41893,1337,TCP,40,out,0.109254
41893,1337,TCP,45,out,0.304421
1337,41893,TCP,40,in,0.054452
1337,41893,TCP,45,in,7.806349
41893,1337,TCP,40,out,0.134495
41893,1337,TCP,45,out,0.005035
1337,41893,TCP,40,in,0.053735
41893,1337,UDP,62,out,6.086016
1337,41893,TCP,45,in,1.945946
41893,1337,TCP,45,out,0.063368
41893,1337,TCP,40,out,0.039458
1337,41893,TCP,40,in,0.00555
1337,41893,TCP,45,in,7.907496
41893,1337,TCP,40,out,0.068466
41893,1337,TCP,45,out,0.000257
1337,41893,TCP,40,in,0.044068
41893,1337,TCP,45,out,7.976861
1337,41893,TCP,45,in,0.001633
41893,1337,TCP,40,out,0.043524
41893,1337,UDP,62,out,1.963273
41893,1337,TCP,45,out,6.024751
1337,41893,TCP,45,in,0.002509
41893,1337,TCP,40,out,0.013231
1337,41893,TCP,45,in,8.080746
41893,1337,TCP,45,out,0.056095
1337,41893,TCP,40,in,0.0678
41893,1337,TCP,40,out,0.003033
41893,1337,UDP,62,out,5.781589
41893,1337,TCP,45,out,2.161535
1337,41893,TCP,45,in,0.00178
41893,1337,TCP,40,out,0.00547
1337,41893,TCP,45,in,8.000792
41893,1337,TCP,45,out,0.117108
41893,1337,TCP,40,out,0.000255
1337,41893,TCP,40,in,0.053417
1337,41893,TCP,45,in,7.971439
41893,1337,TCP,40,out,0.075962
41893,1337,TCP,45,out,0.002461
1337,41893,TCP,40,in,0.059309
41893,1337,UDP,62,out,1.591315
1337,41893,TCP,73,in,4.455436
41893,1337,TCP,65,out,0.140828
1337,41893,TCP,40,in,0.047748
41893,1337,TCP,60,out,0.971944
1337,41893,TCP,52,in,0.000758
41893,1337,TCP,40,out,0.005037
41893,1337,TCP,1400,out,0.491112
41893,1337,TCP,1400,out,0.000566
41893,1337,TCP,1400,out,0.000616
1337,41893,TCP,40,in,0.000735
41893,1337,TCP,1400,out,0.000042
1337,41893,TCP,40,in,0.000632
41893,1337,TCP,1400,out,0.000069
41893,1337,TCP,1400,out,0.003439
41893,1337,TCP,72,out,0.000054
1337,41893,TCP,40,in,0.000752
41893,1337,TCP,1400,out,0.000151
1337,41893,TCP,40,in,0.000722
41893,1337,TCP,1400,out,0.002149
41893,1337,TCP,1400,out,0.001251
1337,41893,TCP,40,in,0.000622
41893,1337,TCP,1400,out,0.002227
41893,1337,TCP,1400,out,0.000656
1337,41893,TCP,40,in,0.000675
41893,1337,TCP,1400,out,0.00474
41893,1337,TCP,1400,out,0.002467
1337,41893,TCP,40,in,0.000543
41893,1337,TCP,1400,out,0.005492
41893,1337,TCP,1400,out,0.002195
1337,41893,TCP,40,in,0.000604
41893,1337,TCP,1400,out,0.006503
41893,1337,TCP,1400,out,0.001602
1337,41893,TCP,40,in,0.000493
41893,1337,TCP,1400,out,0.000272
41893,1337,TCP,104,out,0.000399
1337,41893,TCP,40,in,0.000406
1337,41893,TCP,40,in,0.000037
41893,1337,TCP,40,out,0.008246
41893,1337,TCP,45,out,6.514834
1337,41893,TCP,45,in,0.001778
41893,1337,TCP,40,out,0.036732
41893,1337,UDP,62,out,7.306959
41893,1337,TCP,45,out,0.687756
1337,41893,TCP,45,in,0.001685
41893,1337,TCP,40,out,0.004542
1337,41893,TCP,73,in,4.178552
41893,1337,TCP,40,out,0.070599
41893,1337,TCP,65,out,0.006654
1337,41893,TCP,40,in,0.04755
41893,1337,TCP,60,out,1.015324
1337,41893,TCP,52,in,0.001646
41893,1337,TCP,40,out,0.005862
41893,1337,TCP,1400,out,0.347489
41893,1337,TCP,1400,out,0.011682
1337,41893,TCP,40,in,0.000651
41893,1337,TCP,1400,out,0.009141
41893,1337,TCP,1400,out,0.004673
1337,41893,TCP,40,in,0.000552
41893,1337,TCP,1400,out,0.021443
41893,1337,TCP,1400,out,0.002107
1337,41893,TCP,40,in,0.000576
41893,1337,TCP,72,out,0.003967
41893,1337,TCP,1400,out,0.003378
1337,41893,TCP,40,in,0.000549
41893,1337,TCP,1400,out,0.003674
41893,1337,TCP,1400,out,0.038592
1337,41893,TCP,40,in,0.000585
41893,1337,TCP,1400,out,0.002885
41893,1337,TCP,1400,out,0.000645
1337,41893,TCP,40,in,0.000628
41893,1337,TCP,1400,out,0.000455
41893,1337,TCP,1400,out,0.001227
1337,41893,TCP,40,in,0.000552
41893,1337,TCP,1400,out,0.003497
41893,1337,TCP,1400,out,0.000841
41893,1337,TCP,1400,out,0.000584
1337,41893,TCP,40,in,0.000025
41893,1337,TCP,1400,out,0.00061
1337,41893,TCP,40,in,0.000567
41893,1337,TCP,1400,out,0.000789
41893,1337,TCP,104,out,0.004779
1337,41893,TCP,40,in,0.000495
1337,41893,TCP,40,in,0.000129
41893,1337,TCP,40,out,0.005113
1337,41893,TCP,45,in,6.518652
41893,1337,TCP,45,out,0.130314
1337,41893,TCP,40,in,0.040887
41893,1337,UDP,62,out,6.849576
41893,1337,TCP,45,out,1.130639
1337,41893,TCP,45,in,0.001185
41893,1337,TCP,40,out,0.03943
1337,41893,TCP,45,in,8.057858
41893,1337,TCP,40,out,0.053535
41893,1337,TCP,45,out,0.000065
1337,41893,TCP,40,in,0.056108
1337,41893,TCP,45,in,7.937644
41893,1337,TCP,45,out,0.019921
1337,41893,TCP,40,in,0.042029
41893,1337,TCP,40,out,0.002341
41893,1337,UDP,62,out,2.708812
1337,41893,TCP,45,in,5.257903
41893,1337,TCP,40,out,0.058888
41893,1337,TCP,45,out,0.000821
1337,41893,TCP,40,in,0.065306
1337,41893,TCP,45,in,8.07892
41893,1337,TCP,45,out,0.042256
1337,41893,TCP,40,in,0.050017
41893,1337,TCP,45,out,0.266506
1337,41893,TCP,52,in,0.00052
